url	title	macro_area	indirizzo	keyword_ristorante	orario_apertura	ranking	total_ranking
https://deliveroo.it/menu/milano/missori/mania-tropicale?day=today&geohash=u0nd8be8xnqv&time=ASAP	Mania Tropicale	Missori	Corso di Porta Romana 19, Milano, 20122	['Sandwich', 'Vegetariano', 'Insalate', 'Senza Glutine', 'Colazione', 'Bagel', 'Pancake', 'Latinoamericano']	Aperti fino alle 21:30	4.4	50+ 
https://deliveroo.it/menu/milano/magenta/puccias-brothers?day=today&geohash=u0nd8be8xnqv&time=ASAP	Puccia's Brothers	Magenta	Piazza Virgilio 3, Milano, 20123	['Italiano']	Aperti fino alle 19:30	4.4	50+ 
https://deliveroo.it/menu/milano/tortona/bar-foppa-milano?day=today&geohash=u0nd8be8xnqv&time=ASAP	Bar Foppa Milano	Tortona	Via Vincenzo Foppa 44, Milano, 20144	['Pizza', 'Italiano', 'Sandwich', 'Vegano', 'Insalate', 'Piadina']	Aperti fino alle 19:00	4.4	50+ 
https://deliveroo.it/menu/milano/medaglie-doro/pepe-nero-viale-umbria?day=today&geohash=u0nd8be8xnqv&time=ASAP	Pepe Nero	Medaglie d'oro	Viale Umbria, 11, Milano, 20135	['Pizza', 'Italiano', 'Bistecche', 'Insalate']	Aperti fino alle 22:30	4.4	16 
https://deliveroo.it/menu/milano/colonne-di-san-lorenzo/poke-away-milano?day=today&geohash=u0nd8be8xnqv&time=ASAP	Poke Away	Colonne di San Lorenzo	Corso di Porta Ticinese 1, Milano, 20123	['Poke', 'Hawaiano', 'Sushi', 'Giapponese']	Aperti fino alle 21:45	4.4	50+ 
https://deliveroo.it/menu/milano/statale/amare?day=today&geohash=u0nd8be8xnqv&time=ASAP	A'mare	Statale	Via Santa Tecla 3, Milano, 20122	['Italiano', 'Hamburger', 'Pasta', 'Fish And Chips']	Aperti fino alle 22:15	4.4	50+ 
https://deliveroo.it/menu/milano/bocconi/saien?day=today&geohash=u0nd8be8xnqv&time=ASAP	Saien	Bocconi	Corso S. Gottardo 51, Milano, 20136	['Sushi', 'Cinese', 'Giapponese']	Aperti fino alle 23:00	4.4	50+ 
https://deliveroo.it/menu/milano/giambellino/trap-of-taste?day=today&geohash=u0nd8be8xnqv&time=ASAP	Da Trap	Giambellino	Via Leone Tolstoi 9, Milano, 20146	['Pizza', 'Italiano']	Aperti fino alle 22:15	4.4	50+ 
https://deliveroo.it/menu/milano/navigli/amorino-navigli?day=today&geohash=u0nd8be8xnqv&time=ASAP	Amorino	Navigli	Via Alzaia Naviglio Grande 24, Milano, 20144	['Italiano', 'Gelato']	Aperti fino alle 23:59	4.4	50+ 
https://deliveroo.it/menu/milano/navigli/straripa-bar?day=today&geohash=u0nd8be8xnqv&time=ASAP	StraRipa Bar	Navigli	Ripa di Porta Ticinese 19, Milano, 20143	['Italiano', 'Insalate', 'Pasta']	Aperti fino alle 22:30	4.4	50+ 
https://deliveroo.it/menu/milano/inganni/lo-scoglio-sul-naviglio?day=today&geohash=u0nd8be8xnqv&time=ASAP	Da Thomas sul naviglio	Inganni	Via Lodovico il Moro 55, Milano, 20143	['Pizza', 'Italiano', 'Pasta']	Aperti fino alle 23:30	4.4	50+ 
https://deliveroo.it/menu/milano/tortona/bianco-palato-sas?day=today&geohash=u0nd8be8xnqv&time=ASAP	Bianco palato	Tortona	Piazza Napoli,7, Milano, 20146	['Italiano', 'Pasta', 'Vino']	Aperti fino alle 19:30	4.4	25 
https://deliveroo.it/menu/milano/cinque-giornate/sengyo-sushi?day=today&geohash=u0nd8be8xnqv&time=ASAP	Sengyo sushi	Cinque Giornate	Via Bergamo 3, Milano, 20135	['Sushi', 'Cinese', 'Giapponese']	Aperti fino alle 22:50	4.4	50+ 
https://deliveroo.it/menu/milano/tortona/bblack?day=today&geohash=u0nd8be8xnqv&time=ASAP	BBLACK	Tortona	Via Corsico, 1, Milano, 20144	['Italiano', 'Sandwich', 'Hamburger', 'Insalate']	Aperti fino alle 22:00	4.4	10 
https://deliveroo.it/menu/milano/tortona/tenoha?day=today&geohash=u0nd8be8xnqv&time=ASAP	Tenoha	Tortona	Via Vigevano 18, Milano, 20123	['Giapponese', 'Asiatico']	Aperti fino alle 21:30	4.4	19 
https://deliveroo.it/menu/milano/tortona/lms-fushion-finest?day=today&geohash=u0nd8be8xnqv&time=ASAP	LM'S Fusion Finest	Tortona	Piazza Napoli 25, Milano, 20144	['Cinese', 'Giapponese', 'Dim Sum']	Aperti fino alle 23:30	4.4	50+ 
https://deliveroo.it/menu/milano/statale/jade-cafe?day=today&geohash=u0nd8be8xnqv&time=ASAP	Jade Cafè	Statale	Via Palazzo Reale 5, Milano, 20122	['Sushi', 'Cinese', 'Giapponese', 'Asiatico']	Aperti fino alle 14:00	4.4	50+ 
https://deliveroo.it/menu/milano/porta-romana/casa-del-gelato?day=today&geohash=u0nd8be8xnqv&time=ASAP	Casa Del Gelato	Porta Romana	Via della Commenda 25, Milano, 20122	['Italiano', 'Dessert', 'Gelato']	Aperti fino alle 21:00	4.4	18 
https://deliveroo.it/menu/milano/de-angeli-ravizza/assaje-sanzio?day=today&geohash=u0nd8be8xnqv&time=ASAP	Assaje	De Angeli - Ravizza	Via Raffaello Sanzio 14, Milano, 20149	['Pizza', 'Italiano']	Aperti fino alle 23:59	4.3	50+ 
https://deliveroo.it/menu/milano/ticinese/giga-burger?day=today&geohash=u0nd8be8xnqv&time=ASAP	Giga Burger by Delivery Valley	Ticinese	Via Col Di Lana 8,, Milano, 20136	['Italiano', 'Hamburger', 'Sandwich']	Aperti fino alle 23:00	4.3	50+ 
https://deliveroo.it/menu/milano/navigli/temakinho-navigli?day=today&geohash=u0nd8be8xnqv&time=ASAP	Temakinho	Navigli	Ripa di Porta Ticinese 37/39, Milano, 20143	['Sushi', 'Giapponese', 'Latinoamericano', 'Poke']	Aperti fino alle 22:15	4.3	50+ 
https://deliveroo.it/menu/milano/navigli/greek-fusion?day=today&geohash=u0nd8be8xnqv&time=ASAP	Greek Fusion	Navigli	Ripa di Porta Ticinese, 15, Milano, 20143	['Greco']	Aperti fino alle 23:00	4.3	50+ 
https://deliveroo.it/menu/milano/de-angeli-ravizza/lievita?day=today&geohash=u0nd8be8xnqv&time=ASAP	Lievità	De Angeli - Ravizza	Via Carlo Ravizza, 11, Milano, 20149	['Pizza', 'Italiano']	Aperti fino alle 23:00	4.3	50+ 
https://deliveroo.it/menu/milano/bocconi/haruka-milano?day=today&geohash=u0nd8be8xnqv&time=ASAP	Haruka Sushi	Bocconi	Corso S. Gottardo, 49, Milano, 20136	['Giapponese', 'Cinese', 'Sushi']	Aperti fino alle 23:15	4.3	50+ 
https://deliveroo.it/menu/milano/barona/old-wild-west-milano-cassala?day=today&geohash=u0nd8be8xnqv&time=ASAP	Old Wild West	Barona	Viale Cassala 14, Milano, 20143	['Pollo', 'Americano', 'Hamburger']	Aperti fino alle 22:45	4.3	50+ 
https://deliveroo.it/menu/milano/san-babila/wagamama-milano?day=today&geohash=u0nd8be8xnqv&time=ASAP	Wagamama	San Babila	Via San Pietro All'orto 11, Milano, 20121	['Thailandese', 'Ramen', 'Asiatico']	Aperti fino alle 22:00	4.3	50+ 
https://deliveroo.it/menu/milano/medaglie-doro/amico-sushi?day=today&geohash=u0nd8be8xnqv&time=ASAP	Amico Sushi	Medaglie d'oro	Via Piacenza 1, Milano, 20135	['Sushi', 'Giapponese']	Aperti fino alle 23:00	4.3	50+ 
https://deliveroo.it/menu/milano/bocconi/insalatona-bligny?day=today&geohash=u0nd8be8xnqv&time=ASAP	Insalatona	Bocconi	Viale Bligny 36, Milano, 20136	['Italiano', 'Vegano', 'Insalate', 'Wrap']	Aperti fino alle 23:45	4.3	35 
https://deliveroo.it/menu/milano/washington/don-raffaele?day=today&geohash=u0nd8be8xnqv&time=ASAP	Don Raffaele	Washington	Via Roncaglia 3, Milano, 20146	['Pizza', 'Italiano']	Aperti fino alle 23:30	4.3	50+ 
https://deliveroo.it/menu/milano/tortona/rossopomodoro-navigli-mille987-srl?day=today&geohash=u0nd8be8xnqv&time=ASAP	Rossopomodoro	Tortona	Via casale 7, Milano, 20144	['Pizza', 'Italiano', 'Pasta']	Aperti fino alle 22:30	4.3	36 
https://deliveroo.it/menu/milano/bocconi/ristorante-cinese-sole-doriente?day=today&geohash=u0nd8be8xnqv&time=ASAP	Ristorante Cinese Sole d'Oriente	Bocconi	Viale Tibaldi 17, Milano, 20136	['Sushi', 'Cinese']	Aperti fino alle 23:00	4.3	50+ 
https://deliveroo.it/menu/milano/bocconi/i-capatosta?day=today&geohash=u0nd8be8xnqv&time=ASAP	I Capatosta	Bocconi	Via della Conchetta 15, Milano, 20136	['Pizza', 'Italiano']	Aperti fino alle 22:30	4.3	50+ 
https://deliveroo.it/menu/milano/porta-romana/burritoso-bligny?day=today&geohash=u0nd8be8xnqv&time=ASAP	Burritoso	Porta Romana	Viale Bligny 43,, Milano, 20136	['Tacos', 'Burrito', 'Messicano']	Aperti fino alle 23:00	4.3	50 
https://deliveroo.it/menu/milano/colonne-di-san-lorenzo/miscusi-colonne-milano?day=today&geohash=u0nd8be8xnqv&time=ASAP	miscusi	Colonne di San Lorenzo	Via Urbano III, 3, Milano, 20123	['Italiano', 'Pasta']	Aperti fino alle 22:00	4.3	50+ 
https://deliveroo.it/menu/milano/de-angeli-ravizza/vanilla-bakery?day=today&geohash=u0nd8be8xnqv&time=ASAP	Vanilla Bakery	De Angeli - Ravizza	Via S. Siro, 2, Milano, 20149	['Americano', 'Hamburger', 'Dessert', 'Brunch']	Aperti fino alle 23:00	4.3	50+ 
https://deliveroo.it/menu/milano/darsena/mamastreat?day=today&geohash=u0nd8be8xnqv&time=ASAP	Mamastreat	Darsena	Corso di Porta Ticinese, 77, Milano, 20123	['Burrito', 'Messicano', 'Tacos']	Aperti fino alle 23:59	4.3	50+ 
https://deliveroo.it/menu/milano/barona/bella-vista-kebap?day=today&geohash=u0nd8be8xnqv&time=ASAP	Bella Vista Kebap	Barona	Via Santa Rita Da Cascia 3, Milano, 20143	['Pizza', 'Italiano', 'Kebab']	Aperti fino alle 22:15	4.3	50+ 
https://deliveroo.it/menu/milano/barona/pizzeria-capri-1960?day=today&geohash=u0nd8be8xnqv&time=ASAP	Pizzeria Capri 1960	Barona	Via Giacomo Watt, 2 angolo Via Pestalozzi, Milano, 20143	['Pizza', 'Italiano']	Aperti fino alle 23:00	4.3	50+ 
https://deliveroo.it/menu/milano/de-angeli-ravizza/officina-del-riso?day=today&geohash=u0nd8be8xnqv&time=ASAP	Officina Del Riso	De Angeli - Ravizza	Via Marghera, 29, Milano, 20149	['Italiano', 'Pasta', 'Vino']	Aperti fino alle 23:00	4.3	50+ 
https://deliveroo.it/menu/milano/bocconi/burrito-brothers-milano-viale-bligny?day=today&geohash=u0nd8be8xnqv&time=ASAP	Burrito Brothers	Bocconi	Viale Bligny 36, Milano, 20136	['Burrito', 'Messicano']	Aperti fino alle 23:45	4.3	50+ 
https://deliveroo.it/menu/milano/de-angeli-ravizza/casa-della-farina-ristorante-ramen?day=today&geohash=u0nd8be8xnqv&time=ASAP	Casa della farina & Sushi	De Angeli - Ravizza	Via Marghera, 51, Milano, 20149	['Giapponese', 'Ramen', 'Dim Sum', 'Sushi']	Aperti fino alle 23:00	4.3	50+ 
https://deliveroo.it/menu/milano/de-angeli-ravizza/pizzando-grigliando-da-ciro?day=today&geohash=u0nd8be8xnqv&time=ASAP	Pizzando Grigliando da Ciro	De Angeli - Ravizza	Via Marghera 10, Milano, 20149	['Pizza', 'Italiano']	Aperti fino alle 23:00	4.3	50+ 
https://deliveroo.it/menu/milano/navigli/maoji-street-food?day=today&geohash=u0nd8be8xnqv&time=ASAP	Maoji - Street Food	Navigli	Alzaia Naviglio Pavese 6, Milano, 20143	['Cinese', 'Asiatico']	Aperti fino alle 23:00	4.3	50+ 
https://deliveroo.it/menu/milano/ticinese/fishn-burger-col-di-lana?day=today&geohash=u0nd8be8xnqv&time=ASAP	Fish'n Burger	Ticinese	Viale Col di Lana 5, Milano, 20136	['Italiano', 'Hamburger', 'Fish And Chips', 'Frutti Di Mare', 'Insalate']	Aperti fino alle 22:15	4.3	50+ 
https://deliveroo.it/menu/milano/medaglie-doro/pizzeria-pulcinella?day=today&geohash=u0nd8be8xnqv&time=ASAP	Pizzeria Pulcinella- Sapori di Puglia	Medaglie d'oro	Via Crema, 23, Milano, 20135	['Italiano', 'Pizza']	Aperti fino alle 22:00	4.3	50+ 
https://deliveroo.it/menu/milano/bocconi/ciccio-pasha?day=today&geohash=u0nd8be8xnqv&time=ASAP	Ciccio Pasha	Bocconi	Via Giuseppe Meda, 17, Milano, 20136	['Pizza', 'Italiano', 'Kebab']	Aperti fino alle 23:59	4.3	50+ 
https://deliveroo.it/menu/milano/statale/il-priscio?day=today&geohash=u0nd8be8xnqv&time=ASAP	Il Priscio	Statale	Via Santa Tecla 5, Milano, 20122	['Pizza', 'Italiano', 'Pasta']	Aperti fino alle 22:15	4.3	50+ 
https://deliveroo.it/menu/milano/bocconi/tandoori-bites?day=today&geohash=u0nd8be8xnqv&time=ASAP	Tandoori bites	Bocconi	Via Pavia, 10, Milano, 20136	['Indiano', 'Pollo']	Aperti fino alle 23:00	4.3	21 
https://deliveroo.it/menu/milano/bocconi/sun-restaurant-via-salasco-29?day=today&geohash=u0nd8be8xnqv&time=ASAP	Sun restaurant	Bocconi	Viale Bligny 66, Milano, 20136	['Sushi', 'Cinese', 'Giapponese', 'Dim Sum', 'Noodles']	Aperti fino alle 22:45	4.3	22 
https://deliveroo.it/menu/milano/tortona/famoso-fusion?day=today&geohash=u0nd8be8xnqv&time=ASAP	Ristorante cinese giapponese Famoso Fusion	Tortona	Via Vigevano 9,, Milano, 20144	['Sushi', 'Thailandese', 'Poke', 'Cinese']	Aperti fino alle 22:30	4.3	26 
https://deliveroo.it/menu/milano/tortona/yu-restaurant?day=today&geohash=u0nd8be8xnqv&time=ASAP	Yù Restaurant	Tortona	Via Casale 5, Milano, 20144	['Sushi', 'Cinese', 'Giapponese']	Aperti fino alle 23:00	4.3	50+ 
https://deliveroo.it/menu/milano/santambrogio/pausa-milano?day=today&geohash=u0nd8be8xnqv&time=ASAP	Pausa - Your Italian Break	Sant'Ambrogio	Via Cesare Correnti 28, Milano, 20123	['Pizza', 'Italiano', 'Pasta']	Aperti fino alle 22:30	4.3	50+ 
https://deliveroo.it/menu/milano/tortona/kyto?day=today&geohash=u0nd8be8xnqv&time=ASAP	Kyto	Tortona	Via Vigevano 8, Milano, 20124	['Sushi', 'Giapponese']	Aperti fino alle 22:30	4.3	50+ 
https://deliveroo.it/menu/milano/tortona/ci-bo?day=today&geohash=u0nd8be8xnqv&time=ASAP	Ci-Bo	Tortona	Via Vincenzo Foppa, 25, Milano, 20144	['Italiano']	Aperti fino alle 14:00	4.3	50+ 
https://deliveroo.it/menu/milano/tortona/rosticceria-cinese-kai-fa?day=today&geohash=u0nd8be8xnqv&time=ASAP	Rosticceria Cinese Kai Fa	Tortona	Viale Coni Zugna 56 Angolo Via Savona, Milano, 20144	['Cinese', 'Pasta']	Aperti fino alle 22:30	4.3	16 
https://deliveroo.it/menu/milano/tortona/sushisu?day=today&geohash=u0nd8be8xnqv&time=ASAP	Sushisu	Tortona	Via Solari 72, Milano, 20144	['Giapponese', 'Sushi']	Aperti fino alle 23:00	4.3	50+ 
https://deliveroo.it/menu/milano/medaglie-doro/indian-food-ristorante-vegetariano-porta-romana?day=today&geohash=u0nd8be8xnqv&time=ASAP	Indian Vegetarian Food	Medaglie d'oro	Via Giuseppe Ripamonti 15, Milano, 20135	['Indiano', 'Pollo', 'Vegano', 'Vegetariano', 'Asiatico', 'Curry']	Aperti fino alle 22:50	4.3	50+ 
https://deliveroo.it/menu/milano/barona/il-mago-via-modica?day=today&geohash=u0nd8be8xnqv&time=ASAP	Il Mago	Barona	Via Modica 1, Via Biella, Milano, 20143	['Pizza', 'Italiano', 'Kebab']	Aperti fino alle 23:00	4.3	50+ 
https://deliveroo.it/menu/milano/porta-romana/il-faraone-milano?day=today&geohash=u0nd8be8xnqv&time=ASAP	Il Faraone	Porta Romana	Via Orti 7, Milano, 20122	['Pizza', 'Italiano']	Aperti fino alle 22:45	4.3	50+ 
https://deliveroo.it/menu/milano/bocconi/algida-store-porta-romana?day=today&geohash=u0nd8be8xnqv&time=ASAP	Algida Store	Bocconi	Viale Bligny 36, Milano, 20136	['Italiano', 'Gelato']	Aperti fino alle 23:45	4.3	24 
https://deliveroo.it/menu/milano/de-angeli-ravizza/marghera18-la-cruncheria?day=today&geohash=u0nd8be8xnqv&time=ASAP	Marghera18 La Cruncheria	De Angeli - Ravizza	Via Marghera, 18, Milano, 20149	['Pizza', 'Italiano']	Aperti fino alle 22:00	4.3	50+ 
https://deliveroo.it/menu/milano/cinque-giornate/pretesto?day=today&geohash=u0nd8be8xnqv&time=ASAP	PreTesto	Cinque Giornate	Via Campi 2, Milano, 20135	['Italiano', 'Hamburger', 'Pollo', 'Vino']	Aperti fino alle 21:30	4.3	50+ 
https://deliveroo.it/menu/milano/washington/pace-piazza-roma?day=today&geohash=u0nd8be8xnqv&time=ASAP	Pace Piazza Roma	Washington	Via Washington 74, Milano, 20146	['Italiano', 'Pasta']	Aperti fino alle 22:00	4.3	50+ 
https://deliveroo.it/menu/milano/porta-monforte/ristorante-shorai?day=today&geohash=u0nd8be8xnqv&time=ASAP	Ristorante Shorai	Porta Monforte	Via Enrico Dandolo, 2, Milano, 20122	['Sushi', 'Giapponese', 'Teppanyaki']	Aperti fino alle 23:00	4.3	18 
https://deliveroo.it/menu/milano/navigli/sa-buttega-frattua?day=today&geohash=u0nd8be8xnqv&time=ASAP	Sa Buttega Frattau	Navigli	Via Carlo Torre, 39, Milano, 20143	['Italiano']	Aperti fino alle 22:00	4.3	42 
https://deliveroo.it/menu/milano/tortona/ristorante-giapponese-sushi-sashimi?day=today&geohash=u0nd8be8xnqv&time=ASAP	Ristorante Giapponese sushi sashimi	Tortona	Via Andrea Solari 48, Milano, 20144	['Cinese', 'Giapponese']	Aperti fino alle 23:00	4.3	50+ 
https://deliveroo.it/menu/milano/lorenteggio/moto-pizza-sas?day=today&geohash=u0nd8be8xnqv&time=ASAP	Moto pizza	Lorenteggio	Via Soderini 25, Milano, 20146	['Italiano', 'Pizza']	Aperti fino alle 22:00	4.3	48 
https://deliveroo.it/menu/milano/bocconi/shalimar-ristorante-indiano?day=today&geohash=u0nd8be8xnqv&time=ASAP	Shalimar - Ristorante Indiano	Bocconi	Viale Toscana 2, Milano, 20136	['Indiano']	Aperti fino alle 22:45	4.3	50+ 
https://deliveroo.it/menu/milano/inganni/super-star?day=today&geohash=u0nd8be8xnqv&time=ASAP	Superstar	Inganni	Largo Giambellino 126, Milano, 20147	['Kebab', 'Italiano', 'Pizza']	Aperti fino alle 23:30	4.3	12 
https://deliveroo.it/menu/milano/missori/la-piadineria-di-michele?day=today&geohash=u0nd8be8xnqv&time=ASAP	La Piadineria Di Michele	Missori	Corso di Porta Romana, 7, Milano, 20122	['Italiano', 'Piadina']	Aperti fino alle 16:00	4.3	14 
https://deliveroo.it/menu/milano/san-vittore/x-c?day=today&geohash=u0nd8be8xnqv&time=ASAP	X&C	San Vittore	Via Ausonio 23, Milano, 20123	['Sushi', 'Cinese']	Aperti fino alle 23:00	4.3	10 
https://deliveroo.it/menu/milano/porta-romana/pizzeria-grill-kebab-san-francesco-2?day=today&geohash=u0nd8be8xnqv&time=ASAP	Pizzeria Grill Kebab San Francesco 2	Porta Romana	Via Orti 16, Milano, 20122	['Pizza', 'Italiano']	Aperti fino alle 23:30	4.3	13 
https://deliveroo.it/menu/milano/missori/sakura-sushi-restaurant?day=today&geohash=u0nd8be8xnqv&time=ASAP	Sakura Sushi Restaurant	Missori	Corso di Porta Romana 44, Milano, 20123	['Sushi']	Aperti fino alle 22:30	4.3	46 
https://deliveroo.it/menu/milano/tortona/lov-milano-solari?day=today&geohash=u0nd8be8xnqv&time=ASAP	L'Ov Milano - Solari	Tortona	Via Solari 34, Milano, 20155	['Italiano', 'Americano']	Aperti fino alle 22:45	4.3	50+ 
https://deliveroo.it/menu/milano/bocconi/la-casa-de-los-burritos-bligny?day=today&geohash=u0nd8be8xnqv&time=ASAP	La Casa de Los Burritos	Bocconi	Viale Bligny 36,, Milano, 20136	['Burrito', 'Messicano']	Aperti fino alle 23:45	4.2	50+ 
https://deliveroo.it/menu/milano/ticinese/lievito-mother-f?day=today&geohash=u0nd8be8xnqv&time=ASAP	Lievito Mother Fucker: la pizza by Delivery Valley	Ticinese	Via Col Di Lana 8, Milano, 20136	['Pizza', 'Italiano']	Aperti fino alle 23:00	4.2	50+ 
https://deliveroo.it/menu/milano/tortona/pizzium-via-vigevano?day=today&geohash=u0nd8be8xnqv&time=ASAP	PIZZIUM	Tortona	Via Vigevano, 33, Milano, 20144	['Italiano', 'Pizza']	Aperti fino alle 23:59	4.2	50+ 
https://deliveroo.it/menu/milano/medaglie-doro/xiyuan-trattoria-cinese?day=today&geohash=u0nd8be8xnqv&time=ASAP	Xiyuan Trattoria Cinese	Medaglie d'oro	Viale Umbria 9,, Milano, 20135	['Cinese', 'Noodles']	Aperti fino alle 22:30	4.2	50+ 
https://deliveroo.it/menu/milano/darsena/quore-italiano-xxiv-maggio?day=today&geohash=u0nd8be8xnqv&time=ASAP	Quore Italiano	Darsena	Piazza XXIV Maggio, 4, Milano, 20123	['Pizza', 'Italiano', 'Pasta']	Aperti fino alle 23:00	4.2	50+ 
https://deliveroo.it/menu/milano/porta-romana/ham-viale-bligny?day=today&geohash=u0nd8be8xnqv&time=ASAP	Ham Holy Burger	Porta Romana	Viale Bligny 39, Milano, 20136	['Italiano', 'Hamburger', 'Vegetariano', 'Poke', 'Americano', 'Sandwich', 'Vegano', 'Senza Glutine']	Aperti fino alle 22:30	4.2	50+ 
https://deliveroo.it/menu/milano/lorenteggio/poke-fujiyama?day=today&geohash=u0nd8be8xnqv&time=ASAP	Poke - Fujiyama	Lorenteggio	Via Lorenteggio 5, Milano, 20146	['Hawaiano', 'Poke', 'Tacos']	Aperti fino alle 23:30	4.2	50+ 
https://deliveroo.it/menu/milano/medaglie-doro/hiro-restaurant?day=today&geohash=u0nd8be8xnqv&time=ASAP	Hiro Restaurant	Medaglie d'oro	Via Giuseppe Ripamonti 13, Milano, 20136	['Sushi', 'Cinese', 'Giapponese']	Aperti fino alle 23:00	4.2	50+ 
https://deliveroo.it/menu/milano/tortona/cocciuto-via-bergognone?day=today&geohash=u0nd8be8xnqv&time=ASAP	COCCIUTO	Tortona	Via Bergognone, 24, Milano, 20144	['Italiano', 'Pizza']	Aperti fino alle 23:00	4.2	50+ 
https://deliveroo.it/menu/milano/medaglie-doro/piadineria-ripamonti?day=today&geohash=u0nd8be8xnqv&time=ASAP	Piadineria Ripamonti	Medaglie d'oro	Via Ripamonti 21, Milano, 20136	['Pizza', 'Italiano', 'Hamburger', 'Insalate', 'Piadina']	Aperti fino alle 22:45	4.2	50+ 
https://deliveroo.it/menu/milano/ripamonti/pizzeria-da-mimmo?day=today&geohash=u0nd8be8xnqv&time=ASAP	Pizzeria da Mimmo	Ripamonti	Via Francesco Brioschi, 41, Milano, 20141	['Pizza', 'Italiano']	Aperti fino alle 23:59	4.2	50+ 
https://deliveroo.it/menu/milano/ripamonti/gelateria-island?day=today&geohash=u0nd8be8xnqv&time=ASAP	Gelateria Ice Land cafè	Ripamonti	Via Ripamonti 130, Milano, 20141	['Italiano', 'Dessert', 'Gelato']	Aperti fino alle 23:59	4.2	50+ 
https://deliveroo.it/menu/milano/porta-romana/poke-burritoz-milano?day=today&geohash=u0nd8be8xnqv&time=ASAP	How I met your Burger	Porta Romana	Viale Bligny 43, Milano, 20136	['Americano', 'Hamburger']	Aperti fino alle 22:45	4.2	50+ 
https://deliveroo.it/menu/milano/ripamonti/pizzeria-la-gravina?day=today&geohash=u0nd8be8xnqv&time=ASAP	Pizzeria La Gravina	Ripamonti	Giovanni Pezzotti 46,, Milano, 20141	['Pizza', 'Italiano']	Aperti fino alle 22:30	4.2	50+ 
https://deliveroo.it/menu/milano/tortona/wasinghton-kebap?day=today&geohash=u0nd8be8xnqv&time=ASAP	Turchia Istanbul - Kebap & Pizza	Tortona	Via Foppa 58, Milano, 20144	['Pizza', 'Italiano', 'Kebab']	Aperti fino alle 23:30	4.2	50+ 
https://deliveroo.it/menu/milano/darsena/la-pasta-di-quore?day=today&geohash=u0nd8be8xnqv&time=ASAP	La Pasta fresca di Quore Italiano	Darsena	Piazza XXIV Maggio, 4, Milano, 20123	['Italiano', 'Pasta']	Aperti fino alle 23:00	4.2	50+ 
https://deliveroo.it/menu/milano/darsena/toasteria-italiana-molino-delle-armi-23?day=today&geohash=u0nd8be8xnqv&time=ASAP	Toasteria Italiana	Darsena	Via Molino delle Armi 23, Milano, 20123	['Sandwich', 'Italiano']	Aperti fino alle 23:00	4.2	50+ 
https://deliveroo.it/menu/milano/medaglie-doro/my-heart-pizza-senza-glutine?day=today&geohash=u0nd8be8xnqv&time=ASAP	My Heart - Pizza Senza Glutine	Medaglie d'oro	Via Altaguardia 15, Milano, 20135	['Pizza', 'Italiano', 'Senza Glutine']	Aperti fino alle 23:00	4.2	50+ 
https://deliveroo.it/menu/milano/darsena/pizzeria-del-ticinese?day=today&geohash=u0nd8be8xnqv&time=ASAP	Pizzeria Del Ticinese	Darsena	Corso di Porta Ticinese 65, Milano, 20123	['Pizza', 'Italiano']	Aperti fino alle 22:30	4.2	50+ 
https://deliveroo.it/menu/milano/bocconi/magnum-store-porta-romana?day=today&geohash=u0nd8be8xnqv&time=ASAP	Magnum Store	Bocconi	Viale Bligny 36, Milano, 20136	['Italiano', 'Gelato', 'Gelato Italiano']	Aperti fino alle 23:45	4.2	35 
https://deliveroo.it/menu/milano/navigli/la-spianata-sardinia?day=today&geohash=u0nd8be8xnqv&time=ASAP	La Spianata Sardinia	Navigli	Via Carlo Torre 39, Milano, 20143	['Italiano']	Aperti fino alle 22:00	4.2	50+ 
https://deliveroo.it/menu/milano/pagano/tonys-burger-original-milano?day=today&geohash=u0nd8be8xnqv&time=ASAP	Tony's Burger Original	Pagano	Via Michelangelo Buonarroti 8, Milano, 20145	['Americano', 'Hamburger']	Aperti fino alle 23:45	4.2	50+ 
https://deliveroo.it/menu/milano/san-vittore/pasticceria-martesana-santagostino?day=today&geohash=u0nd8be8xnqv&time=ASAP	Pasticceria Martesana	San Vittore	Piazza Sant'Agostino 7, Milano, 20123	['Italiano', 'Dessert', 'Colazione']	Aperti fino alle 19:45	4.2	50+ 
https://deliveroo.it/menu/milano/darsena/brutti-di-mare?day=today&geohash=u0nd8be8xnqv&time=ASAP	Brutti di mare	Darsena	Piazzale Antonio Cantore 3, Milano, 20123	['Italiano', 'Alcol', 'Bevande']	Aperti fino alle 22:45	4.2	50+ 
https://deliveroo.it/menu/milano/navigli/pizzeria-san-cristoforo?day=today&geohash=u0nd8be8xnqv&time=ASAP	Pizzeria San Cristoforo	Navigli	Via Ripa di Porta Ticinese 125, Milano, 20143	['Pizza', 'Italiano', 'Sandwich']	Aperti fino alle 23:59	4.2	50+ 
https://deliveroo.it/menu/milano/washington/stphilopateer?day=today&geohash=u0nd8be8xnqv&time=ASAP	St.Philopateer	Washington	Via Vincenzo Foppa 14, Milano, 20144	['Pizza', 'Italiano', 'Kebab']	Aperti fino alle 23:30	4.2	50+ 
https://deliveroo.it/menu/milano/statale/margy-burger?day=today&geohash=u0nd8be8xnqv&time=ASAP	Margy Burger	Statale	Piazza Santo Stefano, 2, Milano, 20122	['Americano', 'Hamburger']	Aperti fino alle 23:00	4.2	50+ 
